物質ID,出典,CAS RN,日本語名,英語名,窒素等価係数,酸素等量係数,pH,最大濃度,最小濃度,酸 (pH≦2),塩基 (pH≧11.5),無機塩類,アルデヒド類,フェノール類,界面活性剤、その他の成分,爆発物,可燃性ガス,エアゾール,酸化性ガス,高圧ガス,引火性液体,可燃性固体,自己反応性化学品,自然発火性液体,自然発火性固体,自己発熱性化学品,水反応可燃性化学品,酸化性液体,酸化性固体,有機過酸化物,金属腐食性化学品,鈍性化爆発物,急性毒性（経口）,急性毒性（経皮）,急性毒性（吸入：気体）,急性毒性（吸入：蒸気）,急性毒性（吸入：粉じん、ミスト）,皮膚腐食性及び皮膚刺激性,眼に対する重篤な損傷性又は眼刺激性,呼吸器感作性,皮膚感作性,生殖細胞変異原性,発がん性,生殖毒性,生殖毒性・授乳影響,特定標的臓器毒性（単回ばく露）,特定標的臓器毒性（単回ばく露）区分（1）,特定標的臓器毒性（単回ばく露）臓器種（1）,特定標的臓器毒性（単回ばく露）暴露経路（1）,特定標的臓器毒性（単回ばく露）区分（2）,特定標的臓器毒性（単回ばく露）臓器種（2）,特定標的臓器毒性（単回ばく露）暴露経路（2）,特定標的臓器毒性（単回ばく露）区分（3）,特定標的臓器毒性（単回ばく露）臓器種（3）,特定標的臓器毒性（単回ばく露）暴露経路（3）,特定標的臓器毒性（単回ばく露）区分（4）,特定標的臓器毒性（単回ばく露）臓器種（4）,特定標的臓器毒性（単回ばく露）暴露経路（4）,特定標的臓器毒性（単回ばく露）区分（5）,特定標的臓器毒性（単回ばく露）臓器種（5）,特定標的臓器毒性（単回ばく露）暴露経路（5）,特定標的臓器毒性（単回ばく露）区分（6）,特定標的臓器毒性（単回ばく露）臓器種（6）,特定標的臓器毒性（単回ばく露）暴露経路（6）,特定標的臓器毒性（単回ばく露）区分（7）,特定標的臓器毒性（単回ばく露）臓器種（7）,特定標的臓器毒性（単回ばく露）暴露経路（7）,特定標的臓器毒性（単回ばく露）区分（8）,特定標的臓器毒性（単回ばく露）臓器種（8）,特定標的臓器毒性（単回ばく露）暴露経路（8）,特定標的臓器毒性（単回ばく露）区分（9）,特定標的臓器毒性（単回ばく露）臓器種（9）,特定標的臓器毒性（単回ばく露）暴露経路（9）,特定標的臓器毒性（単回ばく露）区分（10）,特定標的臓器毒性（単回ばく露）臓器種（10）,特定標的臓器毒性（単回ばく露）暴露経路（10）,特定標的臓器毒性（反復ばく露）,特定標的臓器毒性（反復ばく露）区分(1),特定標的臓器毒性（反復ばく露）臓器種(1),特定標的臓器毒性（反復ばく露）暴露経路(1),特定標的臓器毒性（反復ばく露）区分(2),特定標的臓器毒性（反復ばく露）臓器種(2),特定標的臓器毒性（反復ばく露）暴露経路(2),特定標的臓器毒性（反復ばく露）区分(3),特定標的臓器毒性（反復ばく露）臓器種(3),特定標的臓器毒性（反復ばく露）暴露経路(3),特定標的臓器毒性（反復ばく露）区分(4),特定標的臓器毒性（反復ばく露）臓器種(4),特定標的臓器毒性（反復ばく露）暴露経路(4),特定標的臓器毒性（反復ばく露）区分(5),特定標的臓器毒性（反復ばく露）臓器種(5),特定標的臓器毒性（反復ばく露）暴露経路(5),特定標的臓器毒性（反復ばく露）区分(6),特定標的臓器毒性（反復ばく露）臓器種(6),特定標的臓器毒性（反復ばく露）暴露経路(6),特定標的臓器毒性（反復ばく露）区分(7),特定標的臓器毒性（反復ばく露）臓器種(7),特定標的臓器毒性（反復ばく露）暴露経路(7),特定標的臓器毒性（反復ばく露）区分(8),特定標的臓器毒性（反復ばく露）臓器種(8),特定標的臓器毒性（反復ばく露）暴露経路(8),特定標的臓器毒性（反復ばく露）区分(9),特定標的臓器毒性（反復ばく露）臓器種(9),特定標的臓器毒性（反復ばく露）暴露経路(9),特定標的臓器毒性（反復ばく露）区分(10),特定標的臓器毒性（反復ばく露）臓器種(10),特定標的臓器毒性（反復ばく露）暴露経路(10),誤えん有害性,水生環境有害性　短期　（急性）,水生環境有害性　長期　（慢性）,オゾン層への有害性,急性毒性（経口）急性毒性推定値（ATE）mg/kg,急性毒性（経皮）急性毒性推定値（ATE）mg/kg,急性毒性（吸入：気体）急性毒性推定値（ATE）ppmV,急性毒性（吸入：蒸気）急性毒性推定値（ATE）ppmV,急性毒性（吸入：蒸気）急性毒性推定値（ATE）mg/L,急性毒性（吸入：粉じん、ミスト）急性毒性推定値（ATE）mg/l,LC50(魚類),EC50(甲殻類),EC50(藻類),毒性乗率　水生環境有害性　短期　（急性）,NOEC(魚類),NOEC(甲殻類),NOEC(藻類),急速分解性有無,毒性乗率　水生環境有害性　長期　（慢性）,GHS分類結果情報参照URL（日）,GHS分類結果情報参照URL（英）,ratio
m-nite-13397-24-5,NITE,13397-24-5,硫酸カルシウム (二水和物) 【石膏 (鉱物) 】,Calcium sulfate dihydrate [gypsum (mineral)],,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,区分に該当しない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない,分類できない,分類できない,区分に該当しない,分類できない,分類できない,分類できない,,区分あり,区分3,気道刺激性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,2500,,,,,,,,,,,,,,,https://www.nite.go.jp/chem/ghs/m-nite-13397-24-5.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-134074-64-9,NITE,134074-64-9,｛２－［３－（４－クロロフェニル）プロピル］－２_４_４－トリメチル－１_３－オキサゾリジン－３－イル｝（１Ｈ－イミダゾール－１－イル）メタノン（別名：オキスポコナゾール）,{2-[3-(4-Chlorophenyl)propyl]-2_4_4-trimethyl-1_3-oxazolidin-3-yl}(1H-imidazol-1-yl)methanone (synonym: Oxpoconazole),,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分4,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,区分に該当しない,区分に該当しない,区分に該当しない,区分2,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,1510,,,,,,,,,,,,,,,https://www.nite.go.jp/chem/ghs/m-nite-134074-64-9.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-134098-61-6,NITE,134098-61-6,tert-ブチル=4-（{[（1_3-ジメチル-5-フェノキシ-4-ピラゾリル）メチリデン]アミノオキシ}メチル）ベンゾアート,tert-Butyl 4-({[(1_3-dimethyl-5-phenoxy-4-pyrazolyl)methylidene]aminooxy}methyl)benzoate; Fenpyroximate,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,区分3,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分2,区分に該当しない,区分2B,分類できない,区分1,区分に該当しない,区分に該当しない,区分に該当しない,,区分あり,区分1,神経系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分2,血液系,,区分2,肝臓,,区分2,腎臓,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分1,区分1,,245,2500,,,,0.33,,0.00328,,100,,,,不明,100,https://www.nite.go.jp/chem/ghs/m-nite-134098-61-6.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-13410-01-0,NITE,13410-01-0,セレン酸ナトリウム,Sodium selenate,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,区分2,分類できない,区分2,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,皮膚,,区分1,毛,,区分1,爪,,区分1,歯,,区分1,中枢神経系,,区分1,肝臓,,区分1,腎臓,,区分1,骨,,,,,,,,分類できない,区分1,区分1,分類できない,,,,,,,,0.057,,10,,0.05,,不明,1,https://www.nite.go.jp/chem/ghs/m-nite-13410-01-0.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-1341-49-7,NITE,1341-49-7,一水素二フッ化アンモニウム,Ammonium hydrogendifluoride,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,区分3,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分1,区分1,分類できない,分類できない,分類できない,分類できない,分類できない,,区分あり,区分1,心臓,,区分3,気道刺激性,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,歯,,区分1,骨,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,130,,,,,,,,,,,,,,,https://www.nite.go.jp/chem/ghs/m-nite-1341-49-7.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-13424-46-9,NITE,13424-46-9,アジ化鉛,Lead azide,,,,,,,,,,,,不安定爆発物,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,区分1B,区分1A,,区分あり,区分1,中枢神経系,,区分1,血液,,区分1,腎臓,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,中枢神経系,,区分1,血液,,区分1,腎臓,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-13424-46-9.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-13429-07-7,NITE,13429-07-7,1-（2-メトキシ-2-メチルエトキシ）-2-プロパノール,2-Propanol_ 1-(2-methoxypropoxy)- ; Dipropylene Glycol Methyl Ether,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分4,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分2B,分類できない,分類できない,分類できない,分類できない,分類できない,,区分あり,区分3,気道刺激性,,区分3,麻酔作用,,,,,,,,,,,,,,,,,,,,,,,,,,区分に該当しない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分に該当しない,区分に該当しない,,5100,9500,,,,,,1919,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-13429-07-7.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-134-29-2,NITE,134-29-2,o-アニシジン塩酸塩,o-Anisidine Hydrochloride,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,区分2,区分1B,分類できない,,区分あり,区分2,血液系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分2,血液系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,,,,,,,,,,,,,,,,https://www.nite.go.jp/chem/ghs/m-nite-134-29-2.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-134-32-7,NITE,134-32-7,アルファ-ナフチルアミン,1-Naphthylamine,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分4,区分3,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分2B,分類できない,分類できない,区分に該当しない,区分に該当しない,分類できない,,区分あり,区分2,血液,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,680,447,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-134-32-7.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-1344-08-7,NITE,1344-08-7,多硫化ナトリウム,Sodium polysulfides,,,13,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,区分1,区分1,分類できない,分類できない,分類できない,分類できない,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-1344-08-7.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-1344-28-1,NITE,1344-28-1,酸化アルミニウム,Aluminium oxide,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,分類できない,,区分に該当しない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,区分に該当しない,分類できない,,区分あり,区分3,気道刺激性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,肺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,5000,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-1344-28-1.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-1344-37-2,NITE,1344-37-2,ピグメントエロー 34,Lead sulfochromate yellow; C.I. Pigment Yellow 34; [This substance is identified in the Colour Index by Colour Index Constitution Number_ C.I. 77603.],,,,,,,,,,,,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,分類できない,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,,区分に該当しない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分に該当しない,分類できない,分類できない,分類できない,区分1B,区分1A,,区分あり,区分1,腎臓,,区分1,消化器,,区分1,脳神経系,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,血液系,,区分1,腎臓,,区分1,神経系,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,5000,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-1344-37-2.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-1344-40-7,NITE,1344-40-7,二塩基性亜リン酸鉛,Lead phosphite dibasic,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分1,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,分類できない,,区分に該当しない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,区分1B,区分1A,,区分あり,区分1,中枢神経系,,区分1,血液,,区分1,腎臓,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,中枢神経系,,区分1,血液,,区分1,腎臓,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,6000,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-1344-40-7.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
